,id,title,ingredients,NER,NER_mapped,NER_product_nl,NER_amount_used,NER_recipe_total_price
1146,1149,Raisin Bread,"['1419.528 ml flour', '9.85784 ml salt', '443.60249999999996 ml box raisins', '709.764 ml milk', '118.2944 ml oil', '473.176 ml sugar', '39.43136 ml baking powder', '2.0 eggs', '29.5735 ml vanilla butternut flavoring']","[""flour"", ""salt"", ""raisins"", ""milk"", ""oil"", ""sugar"", ""baking powder"", ""eggs"", ""vanilla butternut flavoring""]","['flour', 'salt', 'raisins', 'milk', 'oil', 'sugar', 'baking powder', 'eggs', 'butter']","['AH Tarwe bloem', 'AH Doperwten 0% zout', 'AH Blanke rozijnen', 'AH Karnemelk', 'AH Slaolie', 'AH Rietsuiker', 'Smaakt Wijnsteenbakpoeder', 'AH Rondeel eieren M L', 'AH Kruidenboter']","[1419.528, 985.784, 443.60249999999996, 709.764, 118.2944, 473.176, 39.43136, 200.0, 29.5735]",14.429391656813447
1147,1150,Moist Oatmeal Cookies,"['236.588 ml oil', '236.588 ml brown sugar', '236.588 ml white sugar', '2.0 eggs, beaten', '473.176 ml flour', '4.92892 ml salt', '4.92892 ml soda', '9.85784 ml baking powder', '236.588 ml coconut', '236.588 ml nuts', '236.588 ml oatmeal']","[""oil"", ""brown sugar"", ""white sugar"", ""eggs"", ""flour"", ""salt"", ""soda"", ""baking powder"", ""coconut"", ""nuts"", ""oatmeal""]","['oil', 'sugar', 'sugar', 'eggs', 'flour', 'salt', 'soda', 'baking powder', 'coconut', 'nuts', 'oatmeal']","['AH Slaolie', 'AH Rietsuiker', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Tarwe bloem', 'AH Doperwten 0% zout', 'Driehoek Vloeibare soda', 'Smaakt Wijnsteenbakpoeder', 'AH Kokos op te kloppen', 'AH Walnoten', 'AH Volkoren havermout']","[236.588, 236.588, 236.588, 200.0, 473.176, 492.892, 492.892, 985.784, 236.588, 236.588, 236.588]",48.69525911188774
1151,1154,Date Roll,"['453.592 grams crushed graham crackers', '453.592 grams chopped dates', '453.592 grams miniature marshmallows', '236.588 ml thick cream', '4.92892 ml vanilla', 'dash of salt']","[""graham crackers"", ""dates"", ""marshmallows"", ""cream"", ""vanilla"", ""salt""]","['cracker', 'dates', 'marshmallows', 'cream', 'vanilla', 'salt']","['AH Notenkraker', 'AH Medjoul dadels', 'Frisia Vegan marshmallows', 'AH Roomijsjes', 'AH Muffin vanille', 'AH Doperwten 0% zout']","[453.592, 453.592, 453.592, 236.588, 492.892, 100.0]",34.308231781764704
1152,1155,Sweet Potatoes For Two,"['2.0 to 3.0 sweet potatoes, cooked and cubed', '118.294 ml packed brown sugar', '29.5736 ml butter or margarine', '29.5736 ml water', '1.23223 ml salt', 'dash of ground nutmeg or ground mace']","[""sweet potatoes"", ""brown sugar"", ""butter"", ""water"", ""salt"", ""ground nutmeg""]","['potato', 'sugar', 'butter', 'water', 'salt', 'nut']","['AH Vastkokende aardappel', 'AH Rietsuiker', 'AH Kruidenboter', 'AH Kokoswater', 'AH Doperwten 0% zout', 'AH Kokosnoot']","[200.0, 118.294, 29.5736, 29.5736, 123.223, 100.0]",3.9251008059477126
1153,1156,Peach Cobbler,"['177.441 ml sugar', '177.441 ml flour', '177.441 ml milk', '4.92892 ml baking powder', '1.0 stick margarine', '946.352 ml sliced peaches']","[""sugar"", ""flour"", ""milk"", ""baking powder"", ""margarine"", ""peaches""]","['sugar', 'flour', 'milk', 'baking powder', 'margarine', 'peaches']","['AH Rietsuiker', 'AH Tarwe bloem', 'AH Karnemelk', 'Smaakt Wijnsteenbakpoeder', 'Becel Light margarine', 'Haribo Happy peaches']","[177.441, 177.441, 177.441, 492.892, 100.0, 946.352]",20.188948291354542
1161,1164,Shepherd'S Pie,"['29.5736 ml cooking oil', '1.0 medium clove garlic', '1.0 medium onion, chopped', '709.764 ml about diced leftover cooked beef, trimmed of fat', '59.147 ml tomato sauce', '59.147 ml beef bouillon', '59.147 ml chopped parsley', '2.46446 ml ground oregano', 'salt and pepper to taste', '3.0 to 946.352 ml mashed potatoes, seasoned to taste with salt and pepper', 'grated parmesan cheese', 'butter or margarine']","[""cooking oil"", ""clove garlic"", ""onion"", ""beef"", ""tomato sauce"", ""beef bouillon"", ""parsley"", ""ground oregano"", ""salt"", ""mashed potatoes"", ""Parmesan cheese"", ""butter""]","['oil', 'garlic', 'onion', 'beef', 'tomato sauce', 'bouillon', 'parsley', 'oregano', 'salt', 'potato', 'cheese', 'butter']","['AH Slaolie', 'AH Verse knoflook', 'AH Rode uien', 'AH Rosbief', 'AH Pizzadeeg tomatensaus', 'Maggi Rundvlees bouillonblokjes', 'AH Platte peterselie', 'AH Scrocchi oregano', 'AH Doperwten 0% zout', 'AH Vastkokende aardappel', 'AH Leverkaas', 'AH Kruidenboter']","[29.5736, 100.0, 100.0, 709.764, 59.147, 59.147, 59.147, 246.446, 100.0, 300.0, 100.0, 100.0]",34.301511147780964
1175,1178,Carrot Cake,"['591.47 ml self-rising flour', '473.176 ml sugar', '4.0 whole eggs large', '354.882 ml cooking oil i use wesson', '7.39338 ml pumpkin pie spice stir into flour', '4.92892 ml vanilla', '473.176 ml grated carrots', '236.588 ml finely chopped nuts']","[""flour"", ""sugar"", ""eggs"", ""cooking oil"", ""pumpkin pie spice"", ""vanilla"", ""carrots"", ""nuts""]","['flour', 'sugar', 'eggs', 'oil', 'spice', 'vanilla', 'carrots', 'nuts']","['AH Tarwe bloem', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Slaolie', 'AH Italiaanse kruidenmix', 'AH Muffin vanille', 'AH Geschilde bospeen', 'AH Walnoten']","[591.47, 473.176, 400.0, 354.882, 739.338, 492.892, 473.176, 236.588]",30.504380857285714
1177,1180,1-2-3-4 Cake,"['236.588 ml butter', '473.176 ml sugar', '4.0 eggs, separated', '1.23223 ml salt', '44.3604 ml baking powder', '709.764 ml flour', '236.588 ml milk', '4.92892 ml vanilla']","[""butter"", ""sugar"", ""eggs"", ""salt"", ""baking powder"", ""flour"", ""milk"", ""vanilla""]","['butter', 'sugar', 'eggs', 'salt', 'baking powder', 'flour', 'milk', 'vanilla']","['AH Kruidenboter', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Doperwten 0% zout', 'Smaakt Wijnsteenbakpoeder', 'AH Tarwe bloem', 'AH Karnemelk', 'AH Muffin vanille']","[236.588, 473.176, 400.0, 123.223, 44.3604, 709.764, 236.588, 492.892]",11.27431422827787
1178,1181,Broccoli Salad,"['946.352 ml chopped broccoli', '8.0 strips crumbled bacon', '59.147 ml raisins', '118.294 ml chopped onion', '59.147 ml salad dressing', '59.147 ml sugar', '29.5736 ml vinegar']","[""broccoli"", ""bacon"", ""raisins"", ""onion"", ""salad dressing"", ""sugar"", ""vinegar""]","['broccoli', 'bacon', 'raisins', 'onion', 'dressing', 'sugar', 'vinegar']","['AH Aspergebroccoli', 'AH Feest spekken', 'AH Blanke rozijnen', 'AH Rode uien', 'AH Caesar dressing', 'AH Rietsuiker', 'AH Natuurazijn wit']","[946.352, 800.0, 59.147, 118.294, 59.147, 59.147, 29.5736]",18.523043025333333
1179,1182,No Bake Peanut Butter Cookies,"['236.588 ml dry milk', '236.588 ml oatmeal', '118.294 ml peanut butter', '118.294 ml honey']","[""milk"", ""oatmeal"", ""peanut butter"", ""honey""]","['milk', 'oatmeal', 'butter', 'honey']","['AH Karnemelk', 'AH Volkoren havermout', 'AH Kruidenboter', 'AH Bloemenhoning']","[236.588, 236.588, 118.294, 118.294]",3.0301665288888886
1180,1183,Carrots A La Orange,"['453.592 grams carrots, sliced diagonally or 453.592 grams pkg. frozen carrot slices', '29.5736 ml butter', '22.1802 ml orange marmalade', 'pinch of ground nutmeg']","[""carrots"", ""butter"", ""orange marmalade"", ""ground nutmeg""]","['carrots', 'butter', 'marmalade', 'nut']","['AH Geschilde bospeen', 'AH Kruidenboter', 'AH Oranje marmelade', 'AH Kokosnoot']","[453.592, 29.5736, 2218.02, 100.0]",13.560183022222223
1182,1185,No Crust Coconut Pie,"['0.75 stick melted butter', '354.882 ml sugar', '3.0 eggs, beaten', '29.5736 ml flour', '4.92892 ml vanilla', '1.0 large can evaporated milk', '1.0 can flaked coconut']","[""butter"", ""sugar"", ""eggs"", ""flour"", ""vanilla"", ""milk"", ""flaked coconut""]","['butter', 'sugar', 'eggs', 'flour', 'vanilla', 'milk', 'coconut']","['AH Kruidenboter', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Tarwe bloem', 'AH Muffin vanille', 'AH Karnemelk', 'AH Kokos op te kloppen']","[75.0, 354.882, 300.0, 29.5736, 492.892, 100.0, 100.0]",7.297296757687619
1185,1188,Butter Pecan Pound Cake,"['1.0 box butter pecan cake mix', '1.0 can pecan and coconut icing', '4.0 eggs at room temperature', '236.588 ml water', '177.441 ml oil']","[""butter"", ""pecan"", ""eggs"", ""water"", ""oil""]","['butter', 'pecan', 'eggs', 'water', 'oil']","['AH Kruidenboter', 'AH Ongebrande pecannoten', 'AH Rondeel eieren M L', 'AH Kokoswater', 'AH Slaolie']","[100.0, 100.0, 400.0, 236.588, 177.441]",15.158237614285714
1187,1190,Chocolate Chip Cookies,"['354.882 ml salad oil', '236.588 ml sugar', '473.176 ml brown sugar', '9.85784 ml vanilla', '4.0 eggs', '946.352 ml plus 8.0 level 14.7868 ml flour 118.294 ml', '9.85784 ml soda', '9.85784 ml salt', '473.176 ml chocolate chips']","[""salad oil"", ""sugar"", ""brown sugar"", ""vanilla"", ""eggs"", ""flour"", ""soda"", ""salt"", ""chocolate chips""]","['oil', 'sugar', 'sugar', 'vanilla', 'eggs', 'flour', 'soda', 'salt', 'chip']","['AH Slaolie', 'AH Rietsuiker', 'AH Rietsuiker', 'AH Muffin vanille', 'AH Rondeel eieren M L', 'AH Tarwe bloem', 'Driehoek Vloeibare soda', 'AH Doperwten 0% zout', 'AH Oven friet']","[354.882, 236.588, 473.176, 985.784, 400.0, 946.352, 985.784, 985.784, 473.176]",27.609384263775482
1188,1191,Brownies,"['2.0 sticks oleo', '177.4416 ml cocoa', '473.176 ml sugar', '236.588 ml nuts optional', '236.588 ml flour', '9.85784 ml baking powder', '4.0 eggs', '9.85784 ml vanilla']","[""oleo"", ""cocoa"", ""sugar"", ""nuts"", ""flour"", ""baking powder"", ""eggs"", ""vanilla""]","['oleo', 'cocoa', 'sugar', 'nuts', 'flour', 'baking powder', 'eggs', 'vanilla']","['Napoleon Watermelon', 'Oatly! Haverdrank cacao', 'AH Rietsuiker', 'AH Walnoten', 'AH Tarwe bloem', 'Smaakt Wijnsteenbakpoeder', 'AH Rondeel eieren M L', 'AH Muffin vanille']","[200.0, 177.4416, 473.176, 236.588, 236.588, 985.784, 400.0, 985.784]",49.56675421104127
1194,1197,Eva'S Caramel Corn,"['236.588 ml margarine', '473.176 ml packed brown sugar', '118.294 ml light karo syrup', '2.46446 ml salt', '2.46446 ml baking soda', '4.92892 ml vanilla', '8.0 to 9463.529999999999 ml popped popcorn']","[""margarine"", ""brown sugar"", ""light Karo syrup"", ""salt"", ""baking soda"", ""vanilla"", ""popcorn""]","['margarine', 'sugar', 'syrup', 'salt', 'baking soda', 'vanilla', 'popcorn']","['Becel Light margarine', 'AH Rietsuiker', 'AH Thijmsiroop', 'AH Doperwten 0% zout', 'Dr. Oetker Baksoda', 'AH Muffin vanille', 'AH Biologisch Zoute popcorn']","[236.588, 473.176, 118.294, 246.446, 246.446, 492.892, 800.0]",19.774139020784315
1195,1198,Marinated Carrots,"['907.184 grams carrots, sliced', '1.0 large onion, sliced', '1.0 large green pepper, sliced', '118.294 ml salad oil', '0.25 to 177.441 ml vinegar', '0.75 to 236.588 ml sugar', '1.0 can undiluted tomato soup', 'salt and pepper to taste']","[""carrots"", ""onion"", ""green pepper"", ""salad oil"", ""vinegar"", ""sugar"", ""tomato soup"", ""salt""]","['carrots', 'onion', 'pepper', 'oil', 'vinegar', 'sugar', 'soup', 'salt']","['AH Geschilde bospeen', 'AH Rode uien', 'AH Rode peper', 'AH Slaolie', 'AH Natuurazijn wit', 'AH Rietsuiker', 'AH Erwtensoep', 'AH Doperwten 0% zout']","[907.184, 100.0, 100.0, 118.294, 25.0, 75.0, 100.0, 100.0]",10.525473611764706
1197,1200,Stuffed Hamburgers,"['hamburg', 'dill pickles', 'oleo or shortening', '236.588 ml can tomato sauce with mushrooms', 'salt', 'pepper', 'onion']","[""hamburg"", ""dill pickles"", ""oleo"", ""tomato sauce"", ""salt"", ""pepper"", ""onion""]","['hamburg', 'pickle', 'oleo', 'tomato sauce', 'salt', 'pepper', 'onion']","['Borgesius Luxe hamburgerbroodjes', 'AH Cocktail augurken zuur', 'Napoleon Watermelon', 'AH Pizzadeeg tomatensaus', 'AH Doperwten 0% zout', 'AH Rode peper', 'AH Rode uien']","[100.0, 100.0, 100.0, 236.588, 100.0, 100.0, 100.0]",3.5602321774212715
1200,1203,Brazilian Cocoa,"['29.5735 ml chocolate', '0.616115 ml salt', '354.882 ml hot milk', 'nutmeg to taste', '3.0 to 59.1472 ml sugar', '236.588 ml boiling water', '354.882 ml hot coffee', 'whipped cream']","[""chocolate"", ""salt"", ""hot milk"", ""nutmeg"", ""sugar"", ""boiling water"", ""hot coffee"", ""whipped cream""]","['chocolate', 'salt', 'milk', 'nutmeg', 'sugar', 'water', 'coffee', 'cream']","['AH Hot choco', 'AH Doperwten 0% zout', 'AH Karnemelk', 'Verstegen Zakje nootmuskaat heel', 'AH Rietsuiker', 'AH Kokoswater', 'AH Mousse koffie', 'AH Roomijsjes']","[29.5735, 61.6115, 354.882, 100.0, 300.0, 236.588, 354.882, 100.0]",12.69628332977941
1201,1204,Ruth'S Jello Salad,"['1.0 pkg. 4.0 serving size wild strawberry gelatin', '1.0 can 591.47 ml crushed pineapple, drained', '118.294 ml chopped pecans', '3.0 small bananas, cut small slices', '1.0 medium apple, diced', '236.588 ml miniature marshmallows']","[""strawberry gelatin"", ""pineapple"", ""pecans"", ""bananas"", ""apple"", ""marshmallows""]","['gelatin', 'pineapple', 'pecans', 'bananas', 'apple', 'marshmallows']","['Dr. Oetker Bladgelatine helder', 'AH Doosje met ananas', 'AH Ongebrande pecannoten', 'AH Biologisch Fairtrade bananen', 'AH Ananas', 'Frisia Vegan marshmallows']","[100.0, 100.0, 118.294, 300.0, 100.0, 236.588]",9.015604195238096
1202,1205,Fruit Pizza,"['0.5 pkg. cream cheese light', '295.735 ml flour', '118.294 ml margarine', '1.23223 ml salt']","[""cream cheese"", ""flour"", ""margarine"", ""salt""]","['cheese', 'flour', 'margarine', 'salt']","['AH Leverkaas', 'AH Tarwe bloem', 'Becel Light margarine', 'AH Doperwten 0% zout']","[50.0, 295.735, 118.294, 123.223]",1.5506757068921566
1205,1208,Pumpkin Cake,"['4.0 eggs', '473.176 ml sugar', '473.176 ml plain flour', '9.85784 ml soda', '2.46446 ml salt', '9.85784 ml cinnamon', '236.588 ml oil', '473.176 ml canned pumpkin']","[""eggs"", ""sugar"", ""flour"", ""soda"", ""salt"", ""cinnamon"", ""oil"", ""pumpkin""]","['eggs', 'sugar', 'flour', 'soda', 'salt', 'cinnamon', 'oil', 'pumpkin']","['AH Rondeel eieren M L', 'AH Rietsuiker', 'AH Tarwe bloem', 'Driehoek Vloeibare soda', 'AH Doperwten 0% zout', 'Bolletje Kanelly', 'AH Slaolie', 'AH Hummus pompoen']","[400.0, 473.176, 473.176, 985.784, 246.446, 985.784, 236.588, 473.176]",35.374771867593964
1207,1210,Pumpkin Bread,"['4.0 eggs', '3.0 cups sugar', '1.0 cup oil', '1.0 cup water', '3.5 cups flour', '9.85784 ml soda', '7.39338 ml nutmeg', '4.92892 ml cinnamon', '2.0 cups pumpkin']","[""eggs"", ""sugar"", ""oil"", ""water"", ""flour"", ""soda"", ""nutmeg"", ""cinnamon"", ""pumpkin""]","['eggs', 'sugar', 'oil', 'water', 'flour', 'soda', 'nutmeg', 'cinnamon', 'pumpkin']","['AH Rondeel eieren M L', 'AH Rietsuiker', 'AH Slaolie', 'AH Kokoswater', 'AH Tarwe bloem', 'Driehoek Vloeibare soda', 'Verstegen Zakje nootmuskaat heel', 'Bolletje Kanelly', 'AH Hummus pompoen']","[400.0, 300.0, 100.0, 100.0, 350.0, 985.784, 739.338, 492.892, 200.0]",21.901052003933465
1209,1212,Fried Sweet Potato Strips,"['1.0 large sweet potato, peeled and grated into long strips', '236.588 ml vegetable oil']","[""sweet potato"", ""vegetable oil""]","['potato', 'oil']","['AH Vastkokende aardappel', 'AH Slaolie']","[100.0, 236.588]",7.075544533333333
1212,1215,Cheese Squares,"['1.0 loaf unsliced bread', '1.0 pkg. old english cheese', '113.398 grams butter']","[""bread"", ""English cheese"", ""butter""]","['bread', 'cheese', 'butter']","['AH Flatbread', 'AH Leverkaas', 'AH Kruidenboter']","[100.0, 100.0, 113.398]",3.179379761904762
1216,1219,Baked Pineapple,"['4.0 eggs', '1.0 no. 2.0 can crushed pineapple and juice', '1.0 stick butter or margarine', '236.588 ml sugar', 'dash of cinnamon', '5.0 slices bread, cut into cubes']","[""eggs"", ""pineapple"", ""butter"", ""sugar"", ""cinnamon"", ""bread""]","['eggs', 'pineapple', 'butter', 'sugar', 'cinnamon', 'bread']","['AH Rondeel eieren M L', 'AH Doosje met ananas', 'AH Kruidenboter', 'AH Rietsuiker', 'Bolletje Kanelly', 'AH Flatbread']","[400.0, 100.0, 100.0, 236.588, 100.0, 500.0]",11.35077883047619
1223,1226,Creamed Tacos,"['680.3879999999999 grams ground beef', '1.0 medium onion, chopped', '1.0 medium bell pepper, chopped', '1.0 can ro-tel tomatoes', '1.0 large can pet milk evaporated', '453.592 grams velveeta cheese', '1.0 pkg. flour tortillas any size', 'jalapeno peppers optional']","[""ground beef"", ""onion"", ""bell pepper"", ""Ro-Tel tomatoes"", ""Pet milk"", ""Velveeta cheese"", ""flour tortillas"", ""peppers""]","['beef', 'onion', 'pepper', 'tomato', 'milk', 'cheese', 'tortilla', 'peppers']","['AH Rosbief', 'AH Rode uien', 'AH Rode peper', 'AH Roma tomaten', 'AH Karnemelk', 'AH Leverkaas', 'AH Spaanse tortilla', 'AH Rawit pepers']","[680.3879999999999, 100.0, 100.0, 100.0, 100.0, 453.592, 100.0, 100.0]",29.98313986666667
1229,1232,Fast Fudge Frosting,"['1.0 pkg. confectioners sugar, sifted 1064.646 ml', '59.147 ml cocoa', '1.23223 ml salt', '78.86266666666666 ml boiling water', '78.86266666666666 ml butter or margarine soft', '4.92892 ml vanilla']","[""confectioners sugar"", ""cocoa"", ""salt"", ""boiling water"", ""butter"", ""vanilla""]","['sugar', 'cocoa', 'salt', 'water', 'butter', 'vanilla']","['AH Rietsuiker', 'Oatly! Haverdrank cacao', 'AH Doperwten 0% zout', 'AH Kokoswater', 'AH Kruidenboter', 'AH Muffin vanille']","[100.0, 59.147, 123.223, 78.86266666666666, 78.86266666666666, 492.892]",7.407946763725491
1238,1241,Swiss Vegetable Medley,"['473.176 ml bag frozen broccoli, carrots and cauliflower combination, thawed and drained', '1.0 can cream of mushroom soup', 'ml 354.882 ml shredded swiss cheese', '78.86266666666666 ml sour cream', '1.23223 ml pepper', '82.80579999999999 ml can french fried onions']","[""frozen broccoli"", ""cream of mushroom soup"", ""Swiss cheese"", ""sour cream"", ""pepper"", ""onions""]","['broccoli', 'mushroom soup', 'cheese', 'cream', 'pepper', 'onions']","['AH Aspergebroccoli', 'Unox Champignonsoep', 'AH Leverkaas', 'AH Roomijsjes', 'AH Rode peper', 'AH Rode uien']","[473.176, 100.0, 100.0, 78.86266666666666, 123.223, 82.80579999999999]",9.42656557867314
1242,1245,Boiled Cookies,"['473.176 ml sugar', '0.5 stick butter', '118.294 ml milk', '88.7205 ml cocoa', '118.294 ml peanut butter', '709.764 ml oatmeal', '14.7868 ml vanilla', '236.588 ml nuts']","[""sugar"", ""butter"", ""milk"", ""cocoa"", ""peanut butter"", ""oatmeal"", ""vanilla"", ""nuts""]","['sugar', 'butter', 'milk', 'cocoa', 'butter', 'oatmeal', 'vanilla', 'nuts']","['AH Rietsuiker', 'AH Kruidenboter', 'AH Karnemelk', 'Oatly! Haverdrank cacao', 'AH Kruidenboter', 'AH Volkoren havermout', 'AH Muffin vanille', 'AH Walnoten']","[473.176, 50.0, 118.294, 88.7205, 118.294, 709.764, 1478.6799999999998, 236.588]",25.49535538333333
1244,1247,Chicken Pot Pie,"['473.176 ml boiled chicken, cut into bite sizes', '2.0 cans mixed vegetables', '0.5 can chicken broth', '236.588 ml milk', '1.0 medium chopped onion', '4.0 eggs, boiled', '2.0 cans celery soup', '236.588 ml mayonnaise', '236.588 ml self-rising flour']","[""chicken"", ""mixed vegetables"", ""chicken broth"", ""milk"", ""onion"", ""eggs"", ""celery soup"", ""mayonnaise"", ""flour""]","['chicken', 'vegetable', 'broth', 'milk', 'onion', 'eggs', 'soup', 'mayonnaise', 'flour']","['AH Bapao kip', 'AH Groentesoep', 'AH Rundvleesbouillon', 'AH Karnemelk', 'AH Rode uien', 'AH Rondeel eieren M L', 'AH Erwtensoep', 'AH Pesto mayonaise', 'AH Tarwe bloem']","[473.176, 200.0, 50.0, 236.588, 100.0, 400.0, 200.0, 236.588, 236.588]",11.994357402152378
1245,1248,Silky Peanut Butter Fudge,"['414.029 ml sugar', '118.294 ml evaporated milk', '59.147 ml butter', '1.23223 ml salt', '236.588 ml roasted peanuts unsalted', '4.92892 ml vanilla', '236.588 ml peanut butter chips']","[""sugar"", ""milk"", ""butter"", ""salt"", ""peanuts"", ""vanilla"", ""peanut butter""]","['sugar', 'milk', 'butter', 'salt', 'peanuts', 'vanilla', 'butter']","['AH Rietsuiker', 'AH Karnemelk', 'AH Kruidenboter', 'AH Doperwten 0% zout', ""AH Choco pinda's zoet"", 'AH Muffin vanille', 'AH Kruidenboter']","[414.029, 118.294, 59.147, 123.223, 236.588, 492.892, 236.588]",9.904096650392157
1246,1249,Broccoli And Rice Casserole,"[""236.588 ml uncle ben's minute rice"", '591.47 ml pkg. chopped broccoli', '29.5736 ml butter or oleo', '1.0 small diced onion', '118.294 ml milk', '1.0 can cream of chicken soup', '118.294 ml pasteurized cheese food']","[""Uncle Ben's Minute rice"", ""broccoli"", ""butter"", ""onion"", ""milk"", ""cream of chicken soup"", ""pasteurized cheese food""]","['rice', 'broccoli', 'butter', 'onion', 'milk', 'chicken soup', 'cheese']","['AH Sushi rijst', 'AH Aspergebroccoli', 'AH Kruidenboter', 'AH Rode uien', 'AH Karnemelk', 'AH Romige kippensoep', 'AH Leverkaas']","[236.588, 591.47, 29.5736, 100.0, 118.294, 100.0, 118.294]",12.391708539999998
